,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,Churn
6994,0,1,1,43,1,1,0,0,0,0,0,0,1,24.45,993.15,0,0,1,1,0,0,0,1,0,0
4055,0,0,0,54,0,0,1,1,0,0,0,1,0,46.2,2431.95,1,0,0,1,0,0,0,0,1,0
4882,0,0,0,66,0,0,1,1,1,1,1,1,1,62.5,4136.4,0,0,0,1,0,0,0,0,1,0
4345,0,1,1,69,1,0,0,0,0,0,0,0,1,20.55,1403.1,1,0,1,0,1,0,0,1,0,0
252,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1,0,0,0,0,1,0,0,0,1
3283,0,1,1,69,1,0,0,0,0,0,0,0,1,20.35,1442.65,0,0,1,0,1,0,0,1,0,0
3842,0,1,0,27,1,1,0,0,0,0,1,1,0,95.0,2462.55,0,1,0,0,1,0,0,0,0,0
2251,0,0,0,11,1,0,0,0,1,0,1,1,1,69.35,712.25,1,0,0,0,0,1,0,0,0,0
1583,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0,0,0,0,1,0,0,0,0,0
2486,0,1,1,28,1,1,0,0,0,1,0,1,1,90.45,2509.25,0,1,0,0,0,1,0,1,0,0
2591,0,1,1,57,1,1,0,1,0,0,1,1,1,100.6,5611.7,0,1,0,0,0,1,0,0,0,0
3258,0,0,0,1,0,0,0,0,0,0,0,0,1,24.4,24.4,1,0,0,0,0,1,0,0,0,0
5524,0,1,1,45,1,0,1,0,0,1,0,0,0,54.65,2553.7,1,0,0,1,0,0,0,0,1,0
379,0,0,0,17,1,1,0,0,1,1,0,0,0,86.75,1410.25,1,1,0,0,0,1,0,1,0,0
415,0,1,1,16,1,0,0,1,0,0,0,0,0,73.25,1195.75,0,1,0,1,0,0,0,0,0,0
2043,1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,1,1,0,0,0,1,0,0,0,0
1522,0,0,0,29,1,0,1,1,1,0,0,1,1,68.85,1970.5,0,0,0,1,0,0,0,0,0,1
309,0,0,1,48,1,1,1,0,1,0,1,1,1,78.75,3682.45,1,0,0,0,1,0,0,1,0,0
613,1,0,0,44,1,1,1,1,1,0,1,1,1,109.8,4860.35,0,1,0,0,1,0,0,1,0,0
2346,0,1,1,71,1,1,0,1,1,0,0,1,1,95.75,6849.4,0,1,0,0,1,0,0,0,1,0
2873,0,0,0,25,1,1,0,0,0,0,1,1,1,94.7,2362.1,1,1,0,1,0,0,0,0,0,1
4877,0,0,0,30,1,0,1,1,1,1,1,0,0,74.65,2308.6,0,0,0,0,1,0,0,1,0,0
2592,0,0,0,12,1,0,0,0,0,0,0,0,0,19.45,246.25,0,0,1,0,0,0,1,0,0,0
6152,0,0,0,16,1,0,0,1,1,0,0,1,1,93.2,1573.7,0,1,0,0,1,0,0,0,0,1
426,1,1,0,52,1,1,0,1,1,0,1,1,1,105.1,5376.4,1,1,0,1,0,0,0,1,0,0
1380,0,1,1,61,1,0,0,1,0,1,1,1,1,98.45,6145.2,1,1,0,1,0,0,0,1,0,0
1910,0,1,1,5,0,0,0,1,0,0,0,0,1,30.5,167.2,0,0,0,0,0,1,0,0,0,0
7038,0,1,1,24,1,1,1,0,1,1,1,1,1,84.8,1990.5,1,0,0,0,0,0,1,1,0,0
2498,0,1,0,27,1,0,0,1,0,1,0,0,1,53.8,1389.85,1,0,0,0,0,1,0,0,0,0
3410,0,0,0,3,1,0,0,0,0,0,1,0,0,53.4,188.7,1,0,0,0,1,0,0,0,0,1
2807,0,0,1,7,1,0,0,0,0,0,0,0,0,19.45,136.75,1,0,1,0,0,0,1,1,0,0
2326,0,1,0,72,1,1,0,1,1,1,1,1,0,109.15,7789.6,0,1,0,0,1,0,0,1,0,0
2489,0,1,1,68,1,1,1,1,1,1,0,1,1,78.45,5333.35,0,0,0,0,0,1,0,1,0,0
1040,1,0,0,14,1,0,0,0,0,0,1,1,0,90.45,1266.1,1,1,0,0,1,0,0,0,0,1
5194,0,0,1,22,1,0,0,1,1,0,1,0,1,89.4,2001.5,1,1,0,0,0,1,0,0,0,1
4420,0,0,0,27,1,0,1,0,1,1,1,0,0,69.35,1927.3,1,0,0,0,1,0,0,1,0,0
884,0,1,1,49,0,0,1,0,0,1,0,0,1,35.8,1782.0,0,0,0,0,1,0,0,1,0,0
3036,0,0,0,67,0,0,1,0,1,1,1,0,1,49.35,3321.35,1,0,0,1,0,0,0,1,0,0
6112,1,1,1,66,1,1,0,1,1,0,1,1,1,104.9,6891.45,0,1,0,0,0,1,0,1,0,0
5381,0,1,0,32,1,1,0,0,1,0,0,0,1,78.9,2447.95,1,1,0,0,0,1,0,0,0,1
3416,0,0,1,12,1,0,1,0,0,0,1,1,1,69.85,837.5,1,0,0,0,0,0,1,0,0,0
2392,0,0,0,20,1,1,0,0,1,0,1,0,1,90.7,1781.35,1,1,0,0,1,0,0,0,0,0
4766,0,0,0,71,1,1,1,1,1,1,1,1,1,113.15,7993.3,0,1,0,0,1,0,0,0,1,0
4368,1,0,0,9,1,0,0,0,0,0,1,0,1,80.85,751.65,0,1,0,0,0,1,0,0,0,1
232,0,0,0,1,1,0,1,0,0,0,0,1,1,84.6,84.6,1,1,0,0,0,0,1,0,0,1
4207,0,0,0,21,0,0,1,0,0,1,1,0,1,43.55,1011.5,1,0,0,0,0,0,1,0,0,0
4528,0,0,0,44,1,0,0,1,1,0,1,0,1,88.15,3973.2,0,1,0,0,1,0,0,0,0,0
5128,1,1,0,47,1,1,0,0,1,0,1,1,0,99.7,4747.2,0,1,0,0,0,1,0,0,0,0
2572,0,1,0,71,1,1,0,0,0,0,0,0,0,25.0,1753.0,0,0,1,1,0,0,0,0,1,0
136,0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,0,1,0,1,0,0,0,0,0,0
5500,0,1,1,60,1,0,1,1,1,0,0,0,0,60.5,3694.45,1,0,0,1,0,0,0,0,1,0
3459,0,1,1,30,1,1,0,0,0,0,0,0,1,25.1,789.55,0,0,1,0,0,0,1,0,1,0
6177,0,0,0,4,1,0,0,0,0,0,0,1,0,54.3,195.3,1,0,0,0,0,1,0,0,0,1
2990,0,0,0,10,0,0,0,0,0,0,0,1,1,33.9,298.45,1,0,0,0,0,0,1,0,0,1
5670,0,1,1,17,1,1,0,0,0,0,0,0,0,24.1,409.9,0,0,1,0,0,0,1,0,0,1
5879,0,1,0,33,1,0,1,1,0,1,0,0,1,61.05,2018.4,1,0,0,0,0,0,1,0,1,0
4883,1,0,0,8,0,0,0,0,1,0,0,0,1,29.4,221.9,1,0,0,0,0,1,0,0,0,1
3357,0,0,1,1,1,0,0,0,1,0,0,1,0,59.2,59.2,0,0,0,0,0,1,0,0,0,1
447,0,1,1,52,1,1,0,0,0,0,0,0,1,25.05,1270.25,0,0,1,1,0,0,0,0,1,0
204,0,0,0,44,1,0,0,0,0,0,0,0,0,68.85,2958.95,1,1,0,0,1,0,0,0,0,0
3974,0,1,0,37,1,1,1,0,1,0,1,1,0,79.25,2911.8,1,0,0,0,0,0,1,1,0,0
866,0,1,0,62,0,0,0,0,0,1,1,0,1,39.0,2337.45,1,0,0,1,0,0,0,0,1,0
4973,1,1,0,13,1,1,1,1,0,0,0,1,0,93.8,1261.0,1,1,0,0,1,0,0,0,0,0
2596,0,1,1,21,1,0,0,1,0,0,1,0,1,58.85,1215.45,0,0,0,0,1,0,0,1,0,0
5959,0,1,1,33,1,0,0,0,0,0,0,0,0,19.8,641.35,0,0,1,0,1,0,0,0,1,0
126,1,0,0,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,0,1,0,0,0,1,0,0,0,1
2019,0,1,0,67,1,1,0,1,1,0,1,1,0,104.1,7040.85,1,1,0,0,0,1,0,1,0,1
2137,0,1,1,12,1,1,0,0,0,0,0,0,1,25.4,313.0,1,0,1,1,0,0,0,0,1,0
233,0,0,0,72,1,0,0,0,0,0,0,0,0,20.25,1566.9,0,0,1,0,1,0,0,0,1,0
2491,0,1,0,42,1,0,0,0,0,0,0,0,0,20.35,869.9,0,0,1,0,1,0,0,0,0,0
2722,0,1,1,32,1,0,0,0,0,0,0,0,0,18.95,613.95,1,0,1,0,0,0,1,0,1,0
1256,0,1,1,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,0,0,0,0,1,0,0,0,1,0
3234,0,1,1,24,1,0,0,0,0,0,0,0,0,19.7,452.55,0,0,1,0,0,0,1,0,1,0
2001,0,0,0,5,1,0,0,0,0,0,0,0,0,20.15,117.95,0,0,1,0,0,0,1,0,0,0
6356,0,0,0,10,1,0,1,0,1,0,1,1,1,98.9,1064.95,1,1,0,0,0,1,0,1,0,0
3833,0,0,0,12,1,1,0,0,1,0,1,1,0,74.75,827.05,1,0,0,1,0,0,0,0,0,0
2315,0,1,1,35,1,1,0,0,0,1,1,1,1,73.45,2661.1,1,0,0,1,0,0,0,1,0,0
5682,0,1,0,1,0,0,0,0,0,0,0,1,0,35.0,35.0,0,0,0,0,0,1,0,0,0,0
5657,0,1,0,18,1,1,0,0,0,0,1,1,1,94.75,1691.9,1,1,0,0,0,1,0,0,0,0
3877,0,1,1,21,0,0,1,0,1,0,1,1,1,55.95,1157.05,0,0,0,0,0,1,0,1,0,1
2537,0,0,0,72,1,1,1,1,1,1,1,1,0,113.4,8164.1,1,1,0,1,0,0,0,0,1,0
2373,0,1,1,66,1,0,0,0,0,1,0,0,1,49.4,3251.85,0,0,0,0,1,0,0,1,0,0
4583,0,1,0,71,1,1,1,1,1,1,1,1,0,90.1,6310.9,0,0,0,0,0,1,0,0,1,0
3586,0,0,0,5,0,0,1,0,1,1,0,0,0,40.0,223.45,1,0,0,0,0,0,1,0,0,1
359,0,1,1,42,1,1,1,0,0,0,1,1,0,97.1,4016.75,1,1,0,0,0,1,0,1,0,0
3534,0,0,1,46,1,0,1,1,0,1,1,1,1,105.2,4822.85,0,1,0,1,0,0,0,1,0,1
3600,1,1,1,51,1,1,0,1,1,0,0,0,1,84.2,4146.05,1,1,0,0,0,1,0,0,0,1
6695,0,1,1,71,1,1,1,1,1,1,0,0,0,71.1,5224.95,0,0,0,0,0,0,1,0,1,0
4447,0,1,0,68,1,1,1,1,0,1,1,1,1,107.7,7320.9,1,1,0,0,0,1,0,0,0,0
6163,0,1,0,19,1,1,0,1,0,0,0,1,1,89.1,1620.8,0,1,0,0,0,1,0,0,0,0
1837,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1,0,1,1,0,0,0,0,0,1
6429,0,1,1,67,1,1,1,1,1,1,0,0,1,69.35,4653.25,1,0,0,0,1,0,0,1,0,0
2802,1,1,0,32,1,1,0,0,1,1,1,1,1,104.9,3351.55,1,1,0,0,0,1,0,0,0,1
4269,0,1,0,17,1,1,1,1,1,0,0,0,0,90.2,1454.15,1,1,0,0,1,0,0,0,0,1
757,0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,57.2,0,0,1,0,0,0,1,0,0,0
6030,0,0,0,43,0,0,0,0,1,0,1,1,1,49.05,2076.2,0,0,0,1,0,0,0,0,0,1
579,0,0,0,2,1,0,0,0,0,0,0,0,1,19.65,38.8,1,0,1,0,0,0,1,0,0,0
3012,0,1,1,54,1,1,1,1,0,1,0,0,1,65.65,3566.7,1,0,0,0,1,0,0,0,1,0
2974,0,0,0,28,1,1,1,1,0,0,0,1,1,94.5,2659.4,1,1,0,0,1,0,0,0,0,1
6045,0,1,1,38,1,0,0,0,0,0,0,0,0,19.6,763.1,0,0,1,0,1,0,0,1,0,0
1078,1,0,0,59,1,1,0,1,0,0,0,0,1,79.2,4590.35,0,1,0,0,1,0,0,0,1,0
5992,0,1,1,65,1,1,1,1,1,0,0,1,0,72.45,4653.85,1,0,0,0,1,0,0,1,0,1
6391,0,1,1,38,1,1,0,1,1,0,1,1,0,78.95,2862.55,1,0,0,0,1,0,0,1,0,0
4439,0,1,1,28,1,0,0,0,0,0,0,0,1,20.3,487.95,1,0,1,0,1,0,0,0,1,0
6656,0,1,1,48,1,1,0,0,0,0,0,0,0,23.55,1173.35,1,0,1,0,0,0,1,0,1,0
438,0,1,0,35,1,1,0,0,0,1,0,1,1,89.85,3161.2,1,1,0,1,0,0,0,0,0,0
469,0,1,1,13,1,0,0,0,0,0,0,1,0,55.95,734.35,0,0,0,0,0,1,0,0,0,1
5571,0,1,0,61,1,1,0,1,1,0,1,1,1,79.8,4914.8,1,0,0,0,0,1,0,1,0,0
666,0,0,0,2,1,0,0,0,0,0,0,0,0,69.65,145.15,0,1,0,0,0,1,0,0,0,1
2236,1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,1,1,0,0,0,0,1,0,0,0
4711,0,0,0,32,1,0,0,0,0,0,0,0,0,19.8,607.7,1,0,1,0,0,0,1,1,0,0
901,0,0,0,9,1,1,0,0,1,0,1,1,0,98.3,923.5,0,1,0,0,1,0,0,0,0,1
2815,0,0,0,3,1,0,0,0,1,1,1,0,1,88.35,262.05,1,1,0,0,0,0,1,0,0,1
1063,0,0,0,10,1,0,1,0,0,1,1,0,0,62.25,612.95,1,0,0,1,0,0,0,0,0,0
3379,0,0,0,2,1,0,0,0,0,0,0,0,0,19.3,44.4,0,0,1,0,0,0,1,0,0,0
3354,0,0,0,54,0,0,1,0,0,1,0,1,0,44.1,2369.7,0,0,0,1,0,0,0,1,0,0
6390,0,1,1,70,1,0,0,1,1,1,1,1,1,106.15,7475.1,1,1,0,0,0,1,0,1,0,0
2177,1,1,0,72,1,1,1,1,1,0,0,1,1,102.65,7550.3,1,1,0,0,1,0,0,0,1,0
6857,0,1,1,58,1,0,0,1,0,0,1,1,1,92.85,5305.05,1,1,0,0,0,1,0,0,0,0
4446,1,0,0,3,1,0,0,0,0,0,1,0,1,79.9,260.9,1,1,0,0,0,1,0,0,0,1
4128,0,0,0,57,0,0,0,1,0,0,1,0,1,39.3,2111.45,1,0,0,0,0,1,0,0,0,1
2048,1,0,0,21,1,0,0,0,1,0,1,1,1,96.8,2030.3,1,1,0,1,0,0,0,0,0,1
1491,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,0,0,0,1,0,0,0
6320,0,1,1,30,1,0,0,0,1,1,1,0,1,64.5,1985.15,0,0,0,0,0,1,0,1,0,0
6958,0,1,1,13,1,0,0,0,0,0,0,0,1,19.75,246.7,0,0,1,1,0,0,0,0,1,0
5871,0,0,0,24,1,1,1,0,0,0,0,0,1,55.65,1400.55,1,0,0,1,0,0,0,0,0,1
4125,0,1,0,43,1,0,1,1,1,0,0,0,1,86.1,3551.65,1,1,0,0,1,0,0,0,0,0
1244,0,0,0,15,1,0,0,0,0,0,0,0,0,19.4,289.3,0,0,1,1,0,0,0,0,0,1
6557,0,0,0,33,1,1,0,1,0,0,1,1,1,100.0,3320.6,0,1,0,0,0,1,0,0,0,0
6772,0,0,0,38,1,0,0,0,1,1,0,1,1,62.3,2354.8,1,0,0,0,0,0,1,1,0,1
617,1,0,0,66,1,1,0,0,1,1,1,1,1,102.85,6976.75,0,1,0,0,1,0,0,1,0,0
1252,0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,1,0,1,0,0,1,0,0,0,0
6825,0,0,0,27,1,1,0,0,1,0,0,0,1,81.3,2272.8,1,1,0,0,0,1,0,0,0,0
5526,0,1,1,51,1,1,0,0,0,0,0,0,1,23.95,1216.35,1,0,1,0,0,0,1,1,0,0
780,0,1,1,71,1,0,0,1,0,1,1,1,1,73.35,5154.5,1,0,0,0,1,0,0,0,1,0
3393,0,1,0,62,1,1,0,0,1,1,1,1,1,107.6,6912.7,1,1,0,1,0,0,0,0,1,0
583,0,1,1,1,1,0,0,0,0,0,0,0,1,19.0,19.0,0,0,1,0,0,0,1,0,0,0
3468,0,1,1,1,1,0,0,0,0,0,0,0,0,19.7,19.7,1,0,1,0,0,0,1,0,0,0
4849,0,0,0,41,0,0,0,0,1,0,1,1,1,51.35,2075.1,1,0,0,0,0,1,0,1,0,0
673,0,0,0,22,1,1,0,0,0,0,0,0,1,24.85,493.4,1,0,1,0,1,0,0,0,0,0
970,0,0,0,1,1,0,0,0,0,0,1,1,0,90.55,90.55,0,1,0,0,0,1,0,0,0,1
6171,1,1,1,59,1,1,0,0,1,0,0,1,1,88.75,5348.65,0,1,0,0,1,0,0,0,0,0
2128,0,1,1,41,1,1,1,1,1,0,1,0,1,74.55,3023.55,1,0,0,0,1,0,0,0,0,0
2819,0,0,0,4,1,0,1,1,0,0,0,0,0,55.2,220.65,0,0,0,0,0,1,0,0,0,0
4561,0,1,1,8,1,1,0,1,0,0,0,0,0,55.75,446.8,0,0,0,0,0,1,0,0,0,0
5770,0,1,0,37,1,1,1,0,1,1,0,0,0,68.1,2479.25,0,0,0,0,1,0,0,1,0,0
3304,1,1,0,69,1,1,0,1,1,1,1,1,1,109.95,7634.25,1,1,0,0,0,1,0,0,1,0
4033,0,1,1,67,1,0,1,1,0,1,0,0,0,60.05,3994.05,1,0,0,0,0,0,1,1,0,0
6739,0,0,0,4,1,0,0,0,0,0,0,1,1,55.9,238.5,1,0,0,0,0,1,0,0,0,0
370,0,1,1,33,1,0,0,0,0,0,0,0,0,20.6,690.25,1,0,1,0,0,0,1,1,0,0
1480,0,0,0,39,0,0,0,0,1,1,0,0,0,35.55,1309.15,1,0,0,0,0,0,1,1,0,0
1599,0,1,1,70,1,0,0,1,1,1,1,1,1,80.4,5717.85,0,0,0,1,0,0,0,0,1,0
5389,0,1,0,51,1,0,0,0,0,0,0,0,0,69.15,3649.6,0,1,0,0,0,0,1,0,0,0
1164,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,0,0,0,1,0,0,0,0,1,0
5631,0,1,0,3,0,0,0,0,0,0,0,0,0,25.0,78.25,1,0,0,0,0,0,1,0,0,0
4851,1,0,0,3,1,0,0,0,0,0,0,0,1,70.4,204.7,0,1,0,0,0,1,0,0,0,1
1076,0,1,1,58,1,1,0,0,0,0,0,0,1,24.5,1497.9,0,0,1,0,1,0,0,1,0,0
4827,0,0,1,16,1,0,0,0,0,0,1,0,1,81.0,1312.15,0,1,0,0,0,1,0,0,0,1
4119,0,0,0,35,1,0,0,0,0,0,0,0,1,19.15,638.0,1,0,1,0,0,0,1,1,0,0
6563,0,1,1,15,1,1,0,0,0,0,0,0,1,74.9,1107.25,1,1,0,1,0,0,0,0,0,1
2905,0,1,0,21,1,0,0,0,1,1,0,0,0,79.2,1742.45,0,1,0,0,0,1,0,1,0,0
4771,0,0,0,3,1,0,0,0,0,0,1,0,1,79.4,244.65,0,1,0,0,0,1,0,0,0,1
5889,1,1,0,59,0,0,0,1,0,0,1,1,1,50.25,2997.45,1,0,0,0,0,1,0,0,0,0
1423,0,1,0,15,1,1,0,0,1,0,1,1,1,101.1,1504.05,1,1,0,0,0,1,0,0,0,1
7027,0,0,0,13,1,0,0,1,0,1,1,1,0,73.35,931.55,1,0,0,0,0,0,1,0,0,0
625,0,1,0,25,1,0,0,0,0,1,1,1,1,95.15,2395.7,0,1,0,0,0,1,0,0,0,0
5345,0,0,0,26,1,0,0,1,1,0,1,0,0,89.8,2335.3,1,1,0,0,0,1,0,0,0,1
3569,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,1,0,1,0,0,0,1,1,0,0
6556,0,1,1,6,1,0,0,0,0,0,0,0,0,19.0,105.5,0,0,1,0,1,0,0,1,0,0
4211,1,0,0,24,1,1,0,1,1,0,1,1,1,102.95,2496.7,1,1,0,0,1,0,0,0,0,1
1579,1,1,0,12,1,0,0,0,0,0,0,1,1,80.45,950.2,1,1,0,0,0,1,0,0,0,1
6972,1,0,0,56,1,1,0,1,1,1,1,1,1,111.95,6418.9,0,1,0,0,0,1,0,1,0,1
4340,0,0,1,5,1,0,0,0,0,1,0,0,1,48.65,235.2,1,0,0,1,0,0,0,0,0,0
1236,0,0,0,3,1,1,0,0,0,0,0,0,1,76.95,228.4,1,1,0,0,0,1,0,0,0,1
1921,0,1,1,70,1,1,0,1,1,1,1,1,1,85.95,5931.75,1,0,0,0,1,0,0,0,1,0
1927,0,1,1,47,1,1,0,0,1,1,1,1,1,107.35,5118.95,1,1,0,1,0,0,0,0,0,1
1797,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,0,0,1,0,1,0,0,0,1,0
7001,0,0,0,3,1,0,0,1,0,0,0,0,1,49.9,130.1,1,0,0,0,0,0,1,0,0,1
957,0,0,0,4,1,0,1,0,1,0,0,0,0,56.75,245.15,1,0,0,0,0,1,0,0,0,0
3577,0,0,0,36,1,0,0,1,0,1,0,1,1,65.4,2498.4,1,0,0,0,0,0,1,1,0,1
3515,0,0,0,17,1,0,1,1,0,0,0,0,1,55.5,934.15,1,0,0,0,1,0,0,0,0,0
3861,0,0,1,26,1,0,0,1,1,1,1,1,1,105.45,2715.3,0,1,0,0,0,1,0,0,1,0
5145,0,1,1,66,1,1,0,0,0,0,0,0,1,25.7,1714.55,1,0,1,0,1,0,0,1,0,0
4986,0,0,0,12,1,1,0,0,0,1,0,0,1,79.55,958.25,0,1,0,0,1,0,0,0,0,0
6418,0,1,0,31,1,1,0,0,1,1,1,1,1,79.3,2484.0,1,0,0,0,0,0,1,1,0,0
5769,0,1,1,71,1,1,1,1,1,0,1,1,1,109.0,7661.8,0,1,0,1,0,0,0,0,1,0
5420,0,1,0,70,1,1,1,1,1,1,1,1,0,114.3,8244.3,1,1,0,0,1,0,0,0,1,0
5097,0,0,0,35,1,1,1,1,1,1,0,0,1,96.75,3403.4,1,1,0,0,0,0,1,0,0,0
767,0,0,0,14,1,0,0,0,0,0,0,0,0,20.4,275.7,1,0,1,1,0,0,0,1,0,0
2057,0,1,0,22,1,1,1,0,0,1,1,1,1,79.2,1742.75,0,0,0,0,0,1,0,0,0,1
132,0,0,0,67,1,0,0,0,0,1,0,0,0,50.55,3260.1,1,0,0,1,0,0,0,0,1,0
5170,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,0,0,0,1,0,0,0
3486,0,0,0,47,1,1,1,1,0,0,1,0,0,94.8,4535.85,1,1,0,1,0,0,0,1,0,0
4667,0,1,0,20,1,0,0,0,0,0,0,0,0,19.25,375.25,0,0,1,1,0,0,0,0,0,0
890,0,1,1,31,1,1,1,0,1,1,0,0,0,89.3,2823.0,1,1,0,0,0,1,0,0,0,0
2446,0,0,0,18,1,1,0,1,0,0,1,0,1,90.0,1527.35,0,1,0,0,1,0,0,0,0,1
4997,1,0,0,2,1,0,0,0,0,0,0,0,1,44.7,93.7,1,0,0,0,0,1,0,0,0,1
3426,0,0,0,1,1,0,0,0,0,0,0,0,1,69.8,69.8,1,1,0,0,0,1,0,0,0,1
6286,0,0,1,8,1,0,0,0,0,0,0,0,0,20.05,163.6,0,0,1,0,0,0,1,0,0,0
5374,0,0,0,10,1,1,0,0,0,0,0,0,1,74.75,799.65,0,1,0,0,0,1,0,0,0,1
6858,0,1,1,25,1,1,0,0,1,0,0,1,1,89.1,2368.4,0,1,0,0,0,1,0,0,0,1
428,0,0,0,18,1,1,0,0,0,0,0,0,1,75.6,1395.05,1,1,0,1,0,0,0,0,0,0
763,0,1,1,72,1,1,1,0,1,1,0,0,0,66.85,4758.8,0,0,0,1,0,0,0,0,1,0
5041,0,1,0,20,1,0,0,0,0,0,0,0,0,20.65,417.5,1,0,1,0,0,0,1,1,0,0
2724,0,1,1,62,1,0,0,0,0,0,0,0,0,19.95,1244.8,1,0,1,1,0,0,0,1,0,0
4431,0,0,0,18,1,0,0,0,0,0,0,0,1,69.8,1221.65,0,1,0,0,0,1,0,0,0,0
609,1,1,0,65,1,1,1,0,1,0,1,1,0,105.25,6786.4,0,1,0,1,0,0,0,0,0,1
5851,1,0,0,35,1,1,1,1,1,1,1,1,1,110.8,3836.3,0,1,0,1,0,0,0,1,0,0
816,0,0,0,2,1,0,0,0,1,0,0,1,1,86.2,178.7,0,1,0,0,0,0,1,0,0,1
4933,0,0,1,4,0,0,1,1,1,0,1,1,1,57.2,223.75,0,0,0,0,0,0,1,0,0,0
1614,0,1,0,67,0,0,1,1,0,1,0,1,1,50.95,3521.7,1,0,0,1,0,0,0,0,1,0
6796,0,1,1,2,1,1,1,0,0,0,0,0,0,56.7,113.55,1,0,0,0,0,0,1,0,0,1
4852,1,0,0,69,1,0,0,0,0,0,0,0,0,20.3,1356.3,1,0,1,0,1,0,0,0,1,0
3709,0,0,0,1,1,1,0,0,0,0,0,0,0,50.75,50.75,1,0,0,0,0,0,1,0,0,0
1861,0,0,0,1,1,0,0,0,0,0,0,0,0,45.95,45.95,0,0,0,0,0,0,1,0,0,1
4304,0,1,0,49,1,0,0,0,0,0,0,0,0,19.0,918.7,0,0,1,0,1,0,0,1,0,0
218,0,1,1,65,1,1,0,1,1,1,1,1,1,84.2,5324.5,1,0,0,1,0,0,0,0,1,0
6436,0,0,0,70,1,0,1,0,1,1,1,1,0,79.6,5589.45,0,0,0,1,0,0,0,0,1,0
1321,0,1,1,60,1,0,1,1,1,1,0,0,1,65.85,3928.3,1,0,0,1,0,0,0,1,0,0
1240,0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,1,0,1,0,0,0,1,0,0,0
5338,0,1,0,37,0,0,1,0,0,1,1,0,0,45.4,1593.1,0,0,0,0,0,1,0,0,1,0
1632,0,0,0,48,1,1,0,1,1,0,1,1,1,106.1,5082.8,1,1,0,0,1,0,0,1,0,1
3191,1,0,0,12,0,0,0,1,0,0,0,0,1,29.35,381.2,1,0,0,0,1,0,0,0,0,0
2051,0,1,1,69,1,0,0,0,0,0,0,0,0,19.4,1346.2,0,0,1,0,0,0,1,0,1,0
6956,1,0,0,67,1,1,1,1,0,1,0,0,1,64.55,4250.1,1,0,0,1,0,0,0,0,1,0
2605,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,261.3,0,0,1,0,0,0,1,0,1,0
6975,0,1,1,24,1,1,1,1,1,0,0,0,0,64.35,1558.65,0,0,0,0,0,1,0,0,1,0
176,1,0,0,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,0,1,0,0,0,0,1,0,0,1
4248,0,1,0,56,1,1,0,1,1,1,0,0,0,90.55,5116.6,0,1,0,0,0,1,0,0,0,0
6818,0,0,0,3,1,0,1,1,0,1,0,1,0,71.1,213.35,0,0,0,0,0,0,1,0,1,0
2195,0,1,0,28,1,1,0,0,0,0,0,0,0,25.55,672.2,0,0,1,0,0,0,1,1,0,0
4140,0,0,0,63,1,1,0,1,0,0,1,1,0,99.9,6137.0,0,1,0,1,0,0,0,1,0,1
2214,0,0,0,14,1,0,0,1,0,0,0,1,1,86.3,1180.95,0,1,0,0,0,1,0,0,0,1
2176,0,1,1,67,1,0,0,0,0,0,0,0,1,19.4,1284.2,1,0,1,0,1,0,0,0,1,0
3173,0,1,0,17,1,0,0,0,0,0,0,0,0,19.35,307.0,0,0,1,0,0,0,1,1,0,0
5480,0,0,0,1,1,0,0,0,0,0,0,0,1,45.4,45.4,0,0,0,0,0,0,1,0,0,0
4324,0,0,0,40,1,0,1,0,1,0,0,1,0,67.45,2731.0,1,0,0,0,0,1,0,0,0,0
52,1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0,0,0,0,1,0,0,0,0,0
1947,0,0,0,70,1,1,0,1,1,1,0,0,1,90.25,6385.95,0,1,0,1,0,0,0,1,0,0
